,Store ID,UPC,Price,Banner,Northern California,New York,Kansas,Texas
52,66999,769464973,41.95,Whole Foods,49.19,6.59,1.99,37.39
53,66999,927312846,12.46,Whole Foods,49.19,6.59,1.99,37.39
54,66999,699701113,3.16,Whole Foods,49.19,6.59,1.99,37.39
55,66999,115681900,31.82,Whole Foods,49.19,6.59,1.99,37.39
56,66999,383194572,5.3,Whole Foods,49.19,6.59,1.99,37.39
57,66999,339765937,43.11,Whole Foods,49.19,6.59,1.99,37.39
58,66999,690069404,19.93,Whole Foods,49.19,6.59,1.99,37.39
59,66999,95658838,41.12,Whole Foods,49.19,6.59,1.99,37.39
60,66999,850719150,8.7,Whole Foods,49.19,6.59,1.99,37.39
61,66999,643110527,11.91,Whole Foods,49.19,6.59,1.99,37.39
62,66999,127838957,42.4,Whole Foods,49.19,6.59,1.99,37.39
63,66999,353556196,3.66,Whole Foods,49.19,6.59,1.99,37.39
64,66999,582214622,17.07,Whole Foods,49.19,6.59,1.99,37.39
65,66999,928259579,19.73,Whole Foods,49.19,6.59,1.99,37.39
66,66999,311149036,52.41,Whole Foods,49.19,6.59,1.99,37.39
67,66999,388197861,26.91,Whole Foods,49.19,6.59,1.99,37.39
68,66999,774949377,28.12,Whole Foods,49.19,6.59,1.99,37.39
69,66999,503341824,29.56,Whole Foods,49.19,6.59,1.99,37.39
70,66999,205812283,43.05,Whole Foods,49.19,6.59,1.99,37.39
71,66999,98441419,28.92,Whole Foods,49.19,6.59,1.99,37.39
72,66999,786293238,6.22,Whole Foods,49.19,6.59,1.99,37.39
73,66999,438682627,54.77,Whole Foods,49.19,6.59,1.99,37.39
74,66999,434688119,15.65,Whole Foods,49.19,6.59,1.99,37.39
75,66999,529559570,8.4,Whole Foods,49.19,6.59,1.99,37.39
76,66999,678539677,29.81,Whole Foods,49.19,6.59,1.99,37.39
77,66999,643891644,42.37,Whole Foods,49.19,6.59,1.99,37.39
78,66999,311513952,43.81,Whole Foods,49.19,6.59,1.99,37.39
79,66999,243934119,14.44,Whole Foods,49.19,6.59,1.99,37.39
80,66999,442236507,48.93,Whole Foods,49.19,6.59,1.99,37.39
81,66999,196109651,39.72,Whole Foods,49.19,6.59,1.99,37.39
82,66999,45845527,1.83,Whole Foods,49.19,6.59,1.99,37.39
83,66999,94769945,21.25,Whole Foods,49.19,6.59,1.99,37.39
84,66999,872889619,41.32,Whole Foods,49.19,6.59,1.99,37.39
85,66999,314756902,34.55,Whole Foods,49.19,6.59,1.99,37.39
86,66999,962019991,32.82,Whole Foods,49.19,6.59,1.99,37.39
87,66999,827631041,43.2,Whole Foods,49.19,6.59,1.99,37.39
88,66999,220433295,21.7,Whole Foods,49.19,6.59,1.99,37.39
89,66999,132458395,32.81,Whole Foods,49.19,6.59,1.99,37.39
90,66999,11873171,5.53,Whole Foods,49.19,6.59,1.99,37.39
91,66999,278003538,28.83,Whole Foods,49.19,6.59,1.99,37.39
92,66999,927693101,20.13,Whole Foods,49.19,6.59,1.99,37.39
93,66999,932170886,53.93,Whole Foods,49.19,6.59,1.99,37.39
94,66999,395790602,49.75,Whole Foods,49.19,6.59,1.99,37.39
95,66999,363461563,50.47,Whole Foods,49.19,6.59,1.99,37.39
96,66999,395515572,22.16,Whole Foods,49.19,6.59,1.99,37.39
97,66999,617543188,22.06,Whole Foods,49.19,6.59,1.99,37.39
98,66999,587031338,59.35,Whole Foods,49.19,6.59,1.99,37.39
99,66999,222633181,40.51,Whole Foods,49.19,6.59,1.99,37.39
100,66999,723934665,50.53,Whole Foods,49.19,6.59,1.99,37.39
101,66999,849425547,54.56,Whole Foods,49.19,6.59,1.99,37.39
102,66999,449986246,5.37,Whole Foods,49.19,6.59,1.99,37.39
103,66999,81927167,37.52,Whole Foods,49.19,6.59,1.99,37.39
104,66999,915191199,33.27,Whole Foods,49.19,6.59,1.99,37.39
105,66999,333967502,25.1,Whole Foods,49.19,6.59,1.99,37.39
106,66999,27866264,59.73,Whole Foods,49.19,6.59,1.99,37.39
107,66999,978196729,18.87,Whole Foods,49.19,6.59,1.99,37.39
108,66999,923891080,16.67,Whole Foods,49.19,6.59,1.99,37.39
109,66999,391122766,50.84,Whole Foods,49.19,6.59,1.99,37.39
110,66999,25313327,18.37,Whole Foods,49.19,6.59,1.99,37.39
111,66999,187405236,43.73,Whole Foods,49.19,6.59,1.99,37.39
112,66999,574010167,15.83,Whole Foods,49.19,6.59,1.99,37.39
113,66999,454788216,35.17,Whole Foods,49.19,6.59,1.99,37.39
114,66999,683810722,20.76,Whole Foods,49.19,6.59,1.99,37.39
115,66999,557637639,0.93,Whole Foods,49.19,6.59,1.99,37.39
116,66999,269161785,51.83,Whole Foods,49.19,6.59,1.99,37.39
117,66999,440309024,33.46,Whole Foods,49.19,6.59,1.99,37.39
118,66999,795655973,58.25,Whole Foods,49.19,6.59,1.99,37.39
119,66999,152458350,18.94,Whole Foods,49.19,6.59,1.99,37.39
120,66999,584598491,62.32,Whole Foods,49.19,6.59,1.99,37.39
121,66999,189565540,45.9,Whole Foods,49.19,6.59,1.99,37.39
122,66999,254804864,61.34,Whole Foods,49.19,6.59,1.99,37.39
123,66999,967167461,24.05,Whole Foods,49.19,6.59,1.99,37.39
124,66999,749133422,51.8,Whole Foods,49.19,6.59,1.99,37.39
125,66999,119616993,34.06,Whole Foods,49.19,6.59,1.99,37.39
126,66999,583382498,19.31,Whole Foods,49.19,6.59,1.99,37.39
127,66999,499640947,1.03,Whole Foods,49.19,6.59,1.99,37.39
128,66999,70124770,60.02,Whole Foods,49.19,6.59,1.99,37.39
129,66999,536411687,41.66,Whole Foods,49.19,6.59,1.99,37.39
130,66999,604272498,0.94,Whole Foods,49.19,6.59,1.99,37.39
131,66999,157966725,18.67,Whole Foods,49.19,6.59,1.99,37.39
132,66999,435304991,22.11,Whole Foods,49.19,6.59,1.99,37.39
133,66999,883713851,39.23,Whole Foods,49.19,6.59,1.99,37.39
134,66999,441404447,55.36,Whole Foods,49.19,6.59,1.99,37.39
135,66999,223905761,49.34,Whole Foods,49.19,6.59,1.99,37.39
136,66999,551067349,5.34,Whole Foods,49.19,6.59,1.99,37.39
137,66999,793865483,18.97,Whole Foods,49.19,6.59,1.99,37.39
138,66999,877162041,27.25,Whole Foods,49.19,6.59,1.99,37.39
139,66999,549873373,47.62,Whole Foods,49.19,6.59,1.99,37.39
140,66999,866416138,43.25,Whole Foods,49.19,6.59,1.99,37.39
141,66999,421176959,63.12,Whole Foods,49.19,6.59,1.99,37.39
142,66999,690308756,45.85,Whole Foods,49.19,6.59,1.99,37.39
143,66999,350639776,58.31,Whole Foods,49.19,6.59,1.99,37.39
144,66999,688174297,48.4,Whole Foods,49.19,6.59,1.99,37.39
145,66999,654483249,27.95,Whole Foods,49.19,6.59,1.99,37.39
146,66999,162356142,50.45,Whole Foods,49.19,6.59,1.99,37.39
147,66999,835193761,61.91,Whole Foods,49.19,6.59,1.99,37.39
148,66999,801329171,54.92,Whole Foods,49.19,6.59,1.99,37.39
149,66999,958194401,39.44,Whole Foods,49.19,6.59,1.99,37.39
150,66999,534498710,54.16,Whole Foods,49.19,6.59,1.99,37.39
151,66999,441453292,39.26,Whole Foods,49.19,6.59,1.99,37.39
152,66999,591915659,59.52,Whole Foods,49.19,6.59,1.99,37.39
153,66999,441947799,54.65,Whole Foods,49.19,6.59,1.99,37.39
154,66999,399409590,25.15,Whole Foods,49.19,6.59,1.99,37.39
155,66999,748626363,8.37,Whole Foods,49.19,6.59,1.99,37.39
156,66999,429624919,54.24,Whole Foods,49.19,6.59,1.99,37.39
157,66999,305207870,56.62,Whole Foods,49.19,6.59,1.99,37.39
158,66999,701377201,3.82,Whole Foods,49.19,6.59,1.99,37.39
159,66999,728311671,23.73,Whole Foods,49.19,6.59,1.99,37.39
160,66999,375780233,2.12,Whole Foods,49.19,6.59,1.99,37.39
161,66999,310210791,41.21,Whole Foods,49.19,6.59,1.99,37.39
162,66999,83141336,56.02,Whole Foods,49.19,6.59,1.99,37.39
163,66999,791901779,48.91,Whole Foods,49.19,6.59,1.99,37.39
164,66999,314205929,41.42,Whole Foods,49.19,6.59,1.99,37.39
165,66999,373709792,15.12,Whole Foods,49.19,6.59,1.99,37.39
166,66999,74029795,43.5,Whole Foods,49.19,6.59,1.99,37.39
167,66999,506238955,59.9,Whole Foods,49.19,6.59,1.99,37.39
168,66999,44385546,12.8,Whole Foods,49.19,6.59,1.99,37.39
169,66999,240924482,34.71,Whole Foods,49.19,6.59,1.99,37.39
170,66999,861024387,5.62,Whole Foods,49.19,6.59,1.99,37.39
171,66999,804094528,44.61,Whole Foods,49.19,6.59,1.99,37.39
172,66999,856554674,25.17,Whole Foods,49.19,6.59,1.99,37.39
173,66999,248544810,34.94,Whole Foods,49.19,6.59,1.99,37.39
174,66999,57394222,33.33,Whole Foods,49.19,6.59,1.99,37.39
175,66999,414105716,42.93,Whole Foods,49.19,6.59,1.99,37.39
176,66999,698731992,50.76,Whole Foods,49.19,6.59,1.99,37.39
177,66999,764458897,48.22,Whole Foods,49.19,6.59,1.99,37.39
178,66999,66025021,36.14,Whole Foods,49.19,6.59,1.99,37.39
179,66999,365630841,25.96,Whole Foods,49.19,6.59,1.99,37.39
180,66999,534500231,54.46,Whole Foods,49.19,6.59,1.99,37.39
181,66999,966125119,26.71,Whole Foods,49.19,6.59,1.99,37.39
182,66999,303748850,40.42,Whole Foods,49.19,6.59,1.99,37.39
183,66999,111650456,59.46,Whole Foods,49.19,6.59,1.99,37.39
184,66999,16999755,5.67,Whole Foods,49.19,6.59,1.99,37.39
185,66999,486482090,33.03,Whole Foods,49.19,6.59,1.99,37.39
186,66999,634830299,13.45,Whole Foods,49.19,6.59,1.99,37.39
187,66999,488091787,28.13,Whole Foods,49.19,6.59,1.99,37.39
188,66999,588225773,21.15,Whole Foods,49.19,6.59,1.99,37.39
189,66999,238497653,40.24,Whole Foods,49.19,6.59,1.99,37.39
190,66999,200021055,2.42,Whole Foods,49.19,6.59,1.99,37.39
191,66999,430094535,31.37,Whole Foods,49.19,6.59,1.99,37.39
192,66999,526212256,33.4,Whole Foods,49.19,6.59,1.99,37.39
193,66999,557031026,21.36,Whole Foods,49.19,6.59,1.99,37.39
194,66999,980150388,54.52,Whole Foods,49.19,6.59,1.99,37.39
195,66999,831054514,36.75,Whole Foods,49.19,6.59,1.99,37.39
196,66999,965370690,47.62,Whole Foods,49.19,6.59,1.99,37.39
197,66999,758967619,41.96,Whole Foods,49.19,6.59,1.99,37.39
198,66999,300702726,55.46,Whole Foods,49.19,6.59,1.99,37.39
199,66999,768628469,9.75,Whole Foods,49.19,6.59,1.99,37.39
200,66999,200282631,28.55,Whole Foods,49.19,6.59,1.99,37.39
201,66999,835966795,12.21,Whole Foods,49.19,6.59,1.99,37.39
202,66999,21872584,8.55,Whole Foods,49.19,6.59,1.99,37.39
203,66999,583814806,43.73,Whole Foods,49.19,6.59,1.99,37.39
204,66999,426268457,13.97,Whole Foods,49.19,6.59,1.99,37.39
205,66999,865020811,45.66,Whole Foods,49.19,6.59,1.99,37.39
206,66999,840138489,28.43,Whole Foods,49.19,6.59,1.99,37.39
207,66999,477638150,7.95,Whole Foods,49.19,6.59,1.99,37.39
208,66999,938758588,45.52,Whole Foods,49.19,6.59,1.99,37.39
209,66999,966807089,58.36,Whole Foods,49.19,6.59,1.99,37.39
210,66999,574404121,28.57,Whole Foods,49.19,6.59,1.99,37.39
211,66999,69037528,3.33,Whole Foods,49.19,6.59,1.99,37.39
212,66999,200809424,47.33,Whole Foods,49.19,6.59,1.99,37.39
213,66999,820540489,55.36,Whole Foods,49.19,6.59,1.99,37.39
214,66999,377365657,61.95,Whole Foods,49.19,6.59,1.99,37.39
215,66999,905792642,10.3,Whole Foods,49.19,6.59,1.99,37.39
216,66999,17066659,3.22,Whole Foods,49.19,6.59,1.99,37.39
217,66999,952635660,13.57,Whole Foods,49.19,6.59,1.99,37.39
218,66999,508453812,43.15,Whole Foods,49.19,6.59,1.99,37.39
219,66999,47158754,25.9,Whole Foods,49.19,6.59,1.99,37.39
220,66999,285638116,2.0,Whole Foods,49.19,6.59,1.99,37.39
221,66999,571419391,44.11,Whole Foods,49.19,6.59,1.99,37.39
222,66999,678530217,41.67,Whole Foods,49.19,6.59,1.99,37.39
223,66999,387815880,13.77,Whole Foods,49.19,6.59,1.99,37.39
224,66999,797375865,60.66,Whole Foods,49.19,6.59,1.99,37.39
225,66999,993910240,24.92,Whole Foods,49.19,6.59,1.99,37.39
226,66999,298650567,55.77,Whole Foods,49.19,6.59,1.99,37.39
227,66999,112817865,59.1,Whole Foods,49.19,6.59,1.99,37.39
228,66999,988776021,39.81,Whole Foods,49.19,6.59,1.99,37.39
229,66999,23493525,27.74,Whole Foods,49.19,6.59,1.99,37.39
230,66999,323385020,48.01,Whole Foods,49.19,6.59,1.99,37.39
231,66999,899956196,57.15,Whole Foods,49.19,6.59,1.99,37.39
232,66999,529968586,37.12,Whole Foods,49.19,6.59,1.99,37.39
233,66999,922747986,18.2,Whole Foods,49.19,6.59,1.99,37.39
234,66999,743414051,35.52,Whole Foods,49.19,6.59,1.99,37.39
235,66999,295208432,59.7,Whole Foods,49.19,6.59,1.99,37.39
236,66999,450309449,28.33,Whole Foods,49.19,6.59,1.99,37.39
237,66999,456113225,62.11,Whole Foods,49.19,6.59,1.99,37.39
238,66999,808274867,42.11,Whole Foods,49.19,6.59,1.99,37.39
239,66999,476935693,34.04,Whole Foods,49.19,6.59,1.99,37.39
240,66999,361609713,30.72,Whole Foods,49.19,6.59,1.99,37.39
241,66999,311625369,6.82,Whole Foods,49.19,6.59,1.99,37.39
242,66999,461128883,59.67,Whole Foods,49.19,6.59,1.99,37.39
243,66999,917211564,17.9,Whole Foods,49.19,6.59,1.99,37.39
244,66999,627416688,25.6,Whole Foods,49.19,6.59,1.99,37.39
245,66999,884354350,59.91,Whole Foods,49.19,6.59,1.99,37.39
246,66999,881539712,60.46,Whole Foods,49.19,6.59,1.99,37.39
247,66999,299791600,34.0,Whole Foods,49.19,6.59,1.99,37.39
248,66999,292740862,41.45,Whole Foods,49.19,6.59,1.99,37.39
249,66999,672429356,8.06,Whole Foods,49.19,6.59,1.99,37.39
250,66999,306887951,16.23,Whole Foods,49.19,6.59,1.99,37.39
251,66999,110497121,23.4,Whole Foods,49.19,6.59,1.99,37.39
252,66999,441772088,26.21,Whole Foods,49.19,6.59,1.99,37.39
253,66999,764530996,31.73,Whole Foods,49.19,6.59,1.99,37.39
254,66999,400625108,28.51,Whole Foods,49.19,6.59,1.99,37.39
255,66999,193724353,45.01,Whole Foods,49.19,6.59,1.99,37.39
256,66999,383193164,40.81,Whole Foods,49.19,6.59,1.99,37.39
257,66999,762004012,1.77,Whole Foods,49.19,6.59,1.99,37.39
258,66999,878698622,26.32,Whole Foods,49.19,6.59,1.99,37.39
259,66999,643629043,6.85,Whole Foods,49.19,6.59,1.99,37.39
260,66999,864093895,3.16,Whole Foods,49.19,6.59,1.99,37.39
261,66999,832037986,8.06,Whole Foods,49.19,6.59,1.99,37.39
262,66999,887149013,51.35,Whole Foods,49.19,6.59,1.99,37.39
263,66999,130186387,21.36,Whole Foods,49.19,6.59,1.99,37.39
264,66999,107865183,34.27,Whole Foods,49.19,6.59,1.99,37.39
265,66999,16729338,8.44,Whole Foods,49.19,6.59,1.99,37.39
266,66999,909199429,31.15,Whole Foods,49.19,6.59,1.99,37.39
267,66999,726593797,18.51,Whole Foods,49.19,6.59,1.99,37.39
268,66999,275219414,48.62,Whole Foods,49.19,6.59,1.99,37.39
269,66999,857067649,58.06,Whole Foods,49.19,6.59,1.99,37.39
270,66999,681789308,53.46,Whole Foods,49.19,6.59,1.99,37.39
271,66999,762977091,14.6,Whole Foods,49.19,6.59,1.99,37.39
272,66999,479749486,42.61,Whole Foods,49.19,6.59,1.99,37.39
273,66999,702065059,54.23,Whole Foods,49.19,6.59,1.99,37.39
274,66999,616240709,60.43,Whole Foods,49.19,6.59,1.99,37.39
275,66999,685715810,27.97,Whole Foods,49.19,6.59,1.99,37.39
276,66999,57714338,27.47,Whole Foods,49.19,6.59,1.99,37.39
277,66999,565229692,51.62,Whole Foods,49.19,6.59,1.99,37.39
278,66999,98164748,12.34,Whole Foods,49.19,6.59,1.99,37.39
279,66999,445250129,59.86,Whole Foods,49.19,6.59,1.99,37.39
280,66999,971923169,51.04,Whole Foods,49.19,6.59,1.99,37.39
281,66999,387431034,39.95,Whole Foods,49.19,6.59,1.99,37.39
282,66999,641131808,28.33,Whole Foods,49.19,6.59,1.99,37.39
283,66999,845893087,54.02,Whole Foods,49.19,6.59,1.99,37.39
284,66999,236677062,59.97,Whole Foods,49.19,6.59,1.99,37.39
285,66999,376153383,26.42,Whole Foods,49.19,6.59,1.99,37.39
286,66999,542244776,36.65,Whole Foods,49.19,6.59,1.99,37.39
287,66999,494020899,50.4,Whole Foods,49.19,6.59,1.99,37.39
288,66999,182310151,35.25,Whole Foods,49.19,6.59,1.99,37.39
289,66999,68034486,5.51,Whole Foods,49.19,6.59,1.99,37.39
290,66999,919110708,16.03,Whole Foods,49.19,6.59,1.99,37.39
291,66999,768879663,63.07,Whole Foods,49.19,6.59,1.99,37.39
292,66999,827352822,23.07,Whole Foods,49.19,6.59,1.99,37.39
293,66999,555531366,12.44,Whole Foods,49.19,6.59,1.99,37.39
294,66999,899819893,58.33,Whole Foods,49.19,6.59,1.99,37.39
295,66999,744486125,20.2,Whole Foods,49.19,6.59,1.99,37.39
296,66999,364526351,31.34,Whole Foods,49.19,6.59,1.99,37.39
297,66999,744228999,7.66,Whole Foods,49.19,6.59,1.99,37.39
298,66999,637601085,36.36,Whole Foods,49.19,6.59,1.99,37.39
299,66999,676268953,63.07,Whole Foods,49.19,6.59,1.99,37.39
300,66999,980113553,48.2,Whole Foods,49.19,6.59,1.99,37.39
301,66999,569684083,23.4,Whole Foods,49.19,6.59,1.99,37.39
302,66999,568256903,55.56,Whole Foods,49.19,6.59,1.99,37.39
303,66999,354716417,39.37,Whole Foods,49.19,6.59,1.99,37.39
304,66999,158953776,62.86,Whole Foods,49.19,6.59,1.99,37.39
305,66999,383815591,60.84,Whole Foods,49.19,6.59,1.99,37.39
306,66999,338863686,6.73,Whole Foods,49.19,6.59,1.99,37.39
307,66999,321130189,42.83,Whole Foods,49.19,6.59,1.99,37.39
308,66999,130358296,34.22,Whole Foods,49.19,6.59,1.99,37.39
309,66999,371889838,8.83,Whole Foods,49.19,6.59,1.99,37.39
310,66999,870721732,18.92,Whole Foods,49.19,6.59,1.99,37.39
311,66999,357064541,59.22,Whole Foods,49.19,6.59,1.99,37.39
312,66999,55833407,30.2,Whole Foods,49.19,6.59,1.99,37.39
313,66999,15052612,57.13,Whole Foods,49.19,6.59,1.99,37.39
314,66999,612864775,25.11,Whole Foods,49.19,6.59,1.99,37.39
315,66999,26791818,11.45,Whole Foods,49.19,6.59,1.99,37.39
316,66999,360754991,25.92,Whole Foods,49.19,6.59,1.99,37.39
317,66999,794251522,39.6,Whole Foods,49.19,6.59,1.99,37.39
318,66999,70848410,2.85,Whole Foods,49.19,6.59,1.99,37.39
319,66999,541222561,3.17,Whole Foods,49.19,6.59,1.99,37.39
320,66999,448330081,50.63,Whole Foods,49.19,6.59,1.99,37.39
321,66999,477240979,10.93,Whole Foods,49.19,6.59,1.99,37.39
322,66999,931390073,18.02,Whole Foods,49.19,6.59,1.99,37.39
323,66999,950498192,61.61,Whole Foods,49.19,6.59,1.99,37.39
324,66999,273984951,53.8,Whole Foods,49.19,6.59,1.99,37.39
325,66999,614172105,34.63,Whole Foods,49.19,6.59,1.99,37.39
326,66999,727229928,30.14,Whole Foods,49.19,6.59,1.99,37.39
327,66999,240879755,35.21,Whole Foods,49.19,6.59,1.99,37.39
328,66999,739054494,24.11,Whole Foods,49.19,6.59,1.99,37.39
329,66999,854689154,54.97,Whole Foods,49.19,6.59,1.99,37.39
330,66999,966176819,39.44,Whole Foods,49.19,6.59,1.99,37.39
331,66999,849299370,11.74,Whole Foods,49.19,6.59,1.99,37.39
332,66999,71726448,8.71,Whole Foods,49.19,6.59,1.99,37.39
333,66999,826771870,15.62,Whole Foods,49.19,6.59,1.99,37.39
334,66999,549109328,26.03,Whole Foods,49.19,6.59,1.99,37.39
335,66999,88576101,58.24,Whole Foods,49.19,6.59,1.99,37.39
336,66999,583333446,45.94,Whole Foods,49.19,6.59,1.99,37.39
337,66999,86858655,2.8,Whole Foods,49.19,6.59,1.99,37.39
338,66999,327660050,32.7,Whole Foods,49.19,6.59,1.99,37.39
339,66999,447858500,22.57,Whole Foods,49.19,6.59,1.99,37.39
340,66999,507203618,27.31,Whole Foods,49.19,6.59,1.99,37.39
341,66999,361981249,21.87,Whole Foods,49.19,6.59,1.99,37.39
342,66999,525505777,19.14,Whole Foods,49.19,6.59,1.99,37.39
343,66999,22976162,52.54,Whole Foods,49.19,6.59,1.99,37.39
344,66999,353626798,61.55,Whole Foods,49.19,6.59,1.99,37.39
345,66999,376311065,3.73,Whole Foods,49.19,6.59,1.99,37.39
346,66999,154602616,28.97,Whole Foods,49.19,6.59,1.99,37.39
347,66999,622287285,3.35,Whole Foods,49.19,6.59,1.99,37.39
348,66999,376851918,38.53,Whole Foods,49.19,6.59,1.99,37.39
349,66999,690451660,23.37,Whole Foods,49.19,6.59,1.99,37.39
350,66999,805082512,17.11,Whole Foods,49.19,6.59,1.99,37.39
351,66999,285195716,43.72,Whole Foods,49.19,6.59,1.99,37.39
352,66999,44276570,40.3,Whole Foods,49.19,6.59,1.99,37.39
353,66999,392781848,38.76,Whole Foods,49.19,6.59,1.99,37.39
354,66999,73544548,36.72,Whole Foods,49.19,6.59,1.99,37.39
355,66999,614290704,39.67,Whole Foods,49.19,6.59,1.99,37.39
356,66999,256779462,29.12,Whole Foods,49.19,6.59,1.99,37.39
357,66999,514730047,45.24,Whole Foods,49.19,6.59,1.99,37.39
358,66999,649976289,5.26,Whole Foods,49.19,6.59,1.99,37.39
359,66999,976976235,61.81,Whole Foods,49.19,6.59,1.99,37.39
360,66999,451469731,53.77,Whole Foods,49.19,6.59,1.99,37.39
361,66999,789649867,51.5,Whole Foods,49.19,6.59,1.99,37.39
362,66999,242743338,47.16,Whole Foods,49.19,6.59,1.99,37.39
363,66999,574169049,15.51,Whole Foods,49.19,6.59,1.99,37.39
364,66999,416414679,30.54,Whole Foods,49.19,6.59,1.99,37.39
365,66999,271202170,33.64,Whole Foods,49.19,6.59,1.99,37.39
366,66999,641206219,21.97,Whole Foods,49.19,6.59,1.99,37.39
367,66999,783399454,33.17,Whole Foods,49.19,6.59,1.99,37.39
368,66999,60912855,53.87,Whole Foods,49.19,6.59,1.99,37.39
369,66999,105664025,23.9,Whole Foods,49.19,6.59,1.99,37.39
370,66999,864128161,4.66,Whole Foods,49.19,6.59,1.99,37.39
371,66999,300970093,31.93,Whole Foods,49.19,6.59,1.99,37.39
372,66999,451026029,39.44,Whole Foods,49.19,6.59,1.99,37.39
373,66999,160430177,62.51,Whole Foods,49.19,6.59,1.99,37.39
374,66999,894764703,26.71,Whole Foods,49.19,6.59,1.99,37.39
375,66999,930355523,13.96,Whole Foods,49.19,6.59,1.99,37.39
376,66999,690392986,48.05,Whole Foods,49.19,6.59,1.99,37.39
377,66999,839680734,32.26,Whole Foods,49.19,6.59,1.99,37.39
378,66999,332493471,31.62,Whole Foods,49.19,6.59,1.99,37.39
379,66999,627807402,25.32,Whole Foods,49.19,6.59,1.99,37.39
380,66999,99830442,60.73,Whole Foods,49.19,6.59,1.99,37.39
381,66999,19911643,32.23,Whole Foods,49.19,6.59,1.99,37.39
382,66999,340260209,45.22,Whole Foods,49.19,6.59,1.99,37.39
383,66999,538783344,51.7,Whole Foods,49.19,6.59,1.99,37.39
384,66999,852479948,20.17,Whole Foods,49.19,6.59,1.99,37.39
385,66999,152181269,42.9,Whole Foods,49.19,6.59,1.99,37.39
386,66999,371212986,3.14,Whole Foods,49.19,6.59,1.99,37.39
